frame_idx,timestamp_s,pose_label,category,karate_terms,n_persons,focal_length_px,head_x,head_y,head_z,spine_x,spine_y,spine_z,hip_l_x,hip_l_y,hip_l_z,hip_r_x,hip_r_y,hip_r_z,lfoot_x,lfoot_y,lfoot_z,rfoot_x,rfoot_y,rfoot_z
6,0.25,,music,,1,712.2,0.0092,-1.5615,-0.2376,0.0928,-1.6084,-0.1179,0.0621,-0.4908,-0.0388,-0.0921,-0.4949,-0.0331,0.0255,-0.0584,0.0315,-0.1192,-0.087,-0.1821
12,0.5,,music,,1,771.2,0.0094,-1.4976,-0.2964,0.092,-1.5753,-0.1941,0.0696,-0.4962,-0.0526,-0.0932,-0.4997,-0.04,0.0275,-0.0725,0.0296,-0.1185,-0.0935,-0.1799
18,0.75,,music,,1,819.4,-0.0001,-1.4076,-0.3933,0.0847,-1.5054,-0.3118,0.069,-0.5043,-0.0854,-0.1054,-0.5092,-0.0858,0.0215,-0.0808,-0.0265,-0.1318,-0.0957,-0.2426
24,1.0,,music,,1,787.5,-0.0,-1.2912,-0.493,0.0832,-1.406,-0.4354,0.0715,-0.5037,-0.1089,-0.1093,-0.5135,-0.1168,0.0197,-0.0755,-0.0723,-0.1289,-0.0984,-0.2846
30,1.25,,music,,1,802.7,0.0033,-1.2423,-0.5271,0.0871,-1.3607,-0.4769,0.0749,-0.5056,-0.1237,-0.1075,-0.5146,-0.1295,0.0226,-0.0749,-0.0928,-0.1243,-0.0982,-0.3074
36,1.5,,music,,1,778.9,0.0034,-1.2465,-0.5293,0.0883,-1.3634,-0.477,0.0756,-0.5077,-0.1345,-0.1083,-0.516,-0.1366,0.0222,-0.0762,-0.1046,-0.1236,-0.1,-0.3173
42,1.75,,music,,1,761.4,0.0022,-1.2561,-0.5239,0.0867,-1.3722,-0.4696,0.0746,-0.5071,-0.1306,-0.1087,-0.5154,-0.1341,0.0203,-0.0764,-0.1,-0.1241,-0.1009,-0.3118
48,2.0,,music,,1,783.8,0.003,-1.311,-0.4855,0.0853,-1.4227,-0.4211,0.0718,-0.5074,-0.1123,-0.1095,-0.517,-0.1228,0.0171,-0.0831,-0.0714,-0.1243,-0.1063,-0.2868
54,2.25,,music,,1,778.4,0.0066,-1.3989,-0.4123,0.0865,-1.4972,-0.3278,0.0735,-0.5091,-0.1045,-0.1065,-0.515,-0.1105,0.017,-0.0884,-0.0538,-0.1202,-0.1098,-0.2629
60,2.5,,music,,1,766.0,0.0154,-1.4948,-0.332,0.0941,-1.5643,-0.2209,0.0731,-0.5019,-0.0616,-0.0943,-0.5036,-0.0525,0.0235,-0.0796,0.0106,-0.1155,-0.0964,-0.1925
66,2.75,,music,,1,758.6,0.0153,-1.5512,-0.2784,0.0954,-1.5965,-0.1556,0.072,-0.4948,-0.0391,-0.0924,-0.4976,-0.0319,0.0266,-0.0662,0.0503,-0.115,-0.0834,-0.1611
72,3.0,,music,,1,732.7,0.0163,-1.577,-0.2456,0.0966,-1.6097,-0.1184,0.0687,-0.495,-0.0433,-0.09,-0.4981,-0.0335,0.0273,-0.0651,0.0396,-0.1149,-0.0866,-0.1664
78,3.25,,music,,1,732.7,0.0161,-1.5837,-0.234,0.0961,-1.6131,-0.1056,0.0674,-0.4945,-0.0389,-0.0892,-0.4977,-0.0339,0.03,-0.0639,0.0412,-0.1123,-0.0861,-0.1671
84,3.5,,music,,1,725.0,0.0172,-1.5834,-0.236,0.0969,-1.6119,-0.1074,0.0693,-0.4937,-0.038,-0.0881,-0.4963,-0.0303,0.0322,-0.0626,0.0458,-0.1112,-0.0837,-0.1609
90,3.75,,music,,1,729.4,0.0139,-1.581,-0.2359,0.0931,-1.6102,-0.1072,0.0713,-0.4939,-0.0438,-0.0877,-0.4954,-0.0303,0.0361,-0.0632,0.042,-0.1069,-0.0826,-0.1615
96,4.0,,music,,1,762.8,0.0245,-1.5859,-0.2486,0.0979,-1.6133,-0.1142,0.1428,-0.5449,-0.2176,-0.0948,-0.499,-0.0699,0.071,-0.134,-0.0532,-0.0997,-0.0791,-0.1753
102,4.25,,music,,1,762.6,0.023,-1.5737,-0.2513,0.1004,-1.6068,-0.1208,0.1628,-0.5199,-0.1386,-0.1095,-0.5023,-0.0657,0.229,-0.0929,-0.0353,-0.1369,-0.0829,-0.1864
108,4.5,,music,,1,800.7,0.0057,-1.5649,-0.2519,0.0903,-1.6059,-0.1293,0.1306,-0.5181,-0.1326,-0.1543,-0.5213,-0.0988,0.1498,-0.0867,-0.0358,-0.2282,-0.0986,-0.2337
114,4.75,,music,,1,784.4,0.0133,-1.5591,-0.2582,0.1011,-1.6071,-0.141,0.122,-0.5207,-0.1554,-0.2111,-0.5529,-0.1562,0.1016,-0.0968,-0.0434,-0.3287,-0.1309,-0.2721
120,5.0,,music,,1,802.5,0.0282,-1.5644,-0.2516,0.1119,-1.6075,-0.1301,0.1488,-0.5317,-0.1693,-0.2151,-0.5524,-0.1581,0.1563,-0.1133,-0.0393,-0.3459,-0.1333,-0.3
126,5.25,,music,,1,809.0,0.0251,-1.5754,-0.2125,0.1071,-1.6122,-0.0866,0.167,-0.5391,-0.1533,-0.194,-0.5472,-0.1357,0.2254,-0.1232,-0.0474,-0.2849,-0.1449,-0.2761
132,5.5,,music,,1,784.3,0.018,-1.5716,-0.2323,0.101,-1.6077,-0.106,0.1639,-0.5265,-0.1475,-0.186,-0.5358,-0.1359,0.236,-0.1029,-0.0564,-0.2686,-0.125,-0.2805
138,5.75,,music,,1,766.0,0.013,-1.5747,-0.2411,0.096,-1.6102,-0.1142,0.1621,-0.5222,-0.1427,-0.1841,-0.5244,-0.1099,0.2319,-0.0905,-0.0606,-0.2722,-0.1035,-0.2509
144,6.0,,music,,1,735.7,0.0046,-1.5798,-0.2447,0.0886,-1.6142,-0.1178,0.1576,-0.5162,-0.1216,-0.1843,-0.5212,-0.0983,0.2216,-0.0836,-0.0332,-0.2838,-0.1039,-0.2392
150,6.25,,music,,1,737.9,0.007,-1.5809,-0.2433,0.0918,-1.6142,-0.1166,0.1539,-0.5106,-0.0997,-0.18,-0.5171,-0.0776,0.2117,-0.0778,-0.0099,-0.2885,-0.0961,-0.2137
156,6.5,,music,,1,736.5,0.0071,-1.5803,-0.2404,0.0914,-1.6134,-0.1135,0.1525,-0.5095,-0.0962,-0.1777,-0.5155,-0.0729,0.2094,-0.0755,-0.0113,-0.293,-0.0957,-0.2151
162,6.75,,music,,1,729.8,0.0097,-1.5826,-0.2353,0.0939,-1.6145,-0.108,0.1534,-0.5089,-0.0967,-0.1781,-0.5147,-0.0734,0.2102,-0.0738,-0.0157,-0.2944,-0.0966,-0.2179
168,7.0,,music,,1,716.4,0.008,-1.5827,-0.2352,0.0917,-1.6144,-0.1073,0.151,-0.5099,-0.1047,-0.1812,-0.5164,-0.0842,0.2075,-0.074,-0.029,-0.3011,-0.101,-0.2364
174,7.25,,music,,1,706.3,0.0092,-1.5826,-0.2281,0.0929,-1.6147,-0.1005,0.1516,-0.5098,-0.1065,-0.1824,-0.5167,-0.0869,0.2081,-0.072,-0.0348,-0.3003,-0.1026,-0.2438
180,7.5,,music,,1,707.8,0.0083,-1.5821,-0.2285,0.0926,-1.6137,-0.1013,0.1513,-0.5094,-0.1085,-0.1831,-0.5161,-0.0861,0.2069,-0.0715,-0.0349,-0.3027,-0.1015,-0.2437
186,7.75,,music,,1,699.1,0.0093,-1.5832,-0.2262,0.0927,-1.6171,-0.0993,0.152,-0.5072,-0.1022,-0.1828,-0.5147,-0.0869,0.2065,-0.0721,-0.0244,-0.3035,-0.1041,-0.2418
192,8.0,,music,,1,701.4,0.0116,-1.5834,-0.2241,0.095,-1.6182,-0.0972,0.1532,-0.5092,-0.112,-0.1829,-0.5158,-0.0942,0.2075,-0.0726,-0.0365,-0.3025,-0.1051,-0.2513
198,8.25,,music,,1,688.4,0.0085,-1.5879,-0.2109,0.0925,-1.621,-0.0843,0.1519,-0.5111,-0.1106,-0.1833,-0.5182,-0.0939,0.2069,-0.0766,-0.0368,-0.3013,-0.1129,-0.2531
204,8.5,,music,,1,691.8,0.0107,-1.5923,-0.2012,0.0962,-1.6197,-0.0739,0.1507,-0.5141,-0.1187,-0.1839,-0.5216,-0.0953,0.2075,-0.0778,-0.0465,-0.2993,-0.1138,-0.2584
210,8.75,,music,,1,706.8,0.0129,-1.5855,-0.21,0.0954,-1.6178,-0.0819,0.1527,-0.5112,-0.1105,-0.1829,-0.5191,-0.0933,0.2097,-0.074,-0.0377,-0.2986,-0.1095,-0.2557
216,9.0,,music,,1,711.1,0.0117,-1.5844,-0.2164,0.0948,-1.6171,-0.0885,0.1537,-0.5133,-0.1176,-0.1824,-0.5198,-0.0962,0.2101,-0.0765,-0.0444,-0.298,-0.1091,-0.2578
222,9.25,,music,,1,722.8,0.0101,-1.5841,-0.2159,0.0936,-1.6168,-0.0884,0.1533,-0.5126,-0.1183,-0.1834,-0.5195,-0.0972,0.2092,-0.0747,-0.047,-0.2996,-0.1072,-0.2573
228,9.5,,music,,1,742.7,0.0096,-1.5861,-0.2115,0.0926,-1.616,-0.0829,0.152,-0.5133,-0.1132,-0.1842,-0.5205,-0.0926,0.2073,-0.0766,-0.0407,-0.3008,-0.1071,-0.2501
234,9.75,,music,,1,697.6,0.0114,-1.5846,-0.2176,0.0931,-1.6173,-0.0889,0.1538,-0.5115,-0.1137,-0.1834,-0.5183,-0.0932,0.21,-0.073,-0.0438,-0.3001,-0.1073,-0.2526
240,10.0,,music,,1,774.4,0.0544,-1.5771,-0.2362,0.092,-1.6144,-0.0902,0.1709,-0.532,-0.1625,-0.1864,-0.5281,-0.1207,0.2136,-0.0996,-0.0814,-0.2907,-0.1208,-0.2576
246,10.25,,music,,1,844.7,0.124,-1.5688,-0.2049,0.105,-1.6141,-0.0597,0.3786,-0.688,-0.1679,-0.1689,-0.5833,-0.2882,0.4207,-0.263,-0.1138,-0.2712,-0.2261,-0.2581
252,10.5,,music,,1,873.5,0.1246,-1.5487,-0.2203,0.1126,-1.5981,-0.0777,0.4054,-0.7246,-0.1897,-0.2346,-0.636,-0.3061,0.5199,-0.3193,-0.1241,-0.348,-0.3147,-0.2412
258,10.75,,music,,1,869.9,0.1524,-1.5552,-0.2207,0.1228,-1.6004,-0.0788,0.4132,-0.7225,-0.1742,-0.2479,-0.6432,-0.3035,0.5172,-0.311,-0.1094,-0.35,-0.3113,-0.24
264,11.0,,music,,1,869.0,0.1625,-1.5585,-0.2027,0.1273,-1.6042,-0.0621,0.4249,-0.7256,-0.1584,-0.2443,-0.6445,-0.3143,0.4775,-0.3051,-0.0795,-0.3803,-0.3178,-0.2683
270,11.25,,music,,1,930.3,0.1913,-1.5765,-0.061,0.1021,-1.6166,0.0571,0.3691,-0.667,-0.0572,-0.1914,-0.6375,-0.3296,0.2568,-0.2566,-0.0088,-0.5032,-0.3088,-0.4224
276,11.5,,music,,1,899.2,0.2239,-1.569,-0.045,0.1128,-1.6077,0.0501,0.2569,-0.5817,0.0275,0.1902,-0.5965,-0.2319,0.1228,-0.1768,0.0408,0.14,-0.2101,-0.2609
282,11.75,,music,,1,900.1,0.1975,-1.5663,-0.0253,0.0798,-1.6065,0.0615,0.1579,-0.5359,0.1218,0.1507,-0.5329,-0.0937,0.026,-0.1296,0.1205,0.2075,-0.1283,-0.0979
288,12.0,,music,,1,880.4,0.1583,-1.5619,-0.068,0.0516,-1.6143,0.0262,0.0808,-0.5045,0.1054,0.0676,-0.5027,-0.102,-0.035,-0.0835,0.1154,0.1589,-0.078,-0.1077
294,12.25,,music,,1,965.1,0.1535,-1.5734,-0.0542,0.0402,-1.6177,0.0372,0.0601,-0.5013,0.1083,0.0554,-0.5014,-0.0928,-0.0487,-0.0791,0.1187,0.1549,-0.072,-0.0955
300,12.5,,music,,1,933.0,0.1447,-1.5734,-0.085,0.0489,-1.621,0.0231,0.0899,-0.5048,0.1069,0.0883,-0.5056,-0.1003,-0.0093,-0.0811,0.1286,0.1894,-0.0728,-0.1075
306,12.75,,music,,1,989.3,0.0711,-1.562,-0.2261,0.1494,-1.6166,-0.1053,0.2599,-0.5669,-0.0554,0.0852,-0.5888,-0.3077,0.0721,-0.1714,-0.059,-0.103,-0.2058,-0.337
312,13.0,,music,,1,951.7,-0.0558,-1.5237,-0.2405,0.0783,-1.5752,-0.1922,0.321,-0.6426,-0.2111,-0.3767,-0.7051,-0.1933,0.1623,-0.2668,-0.048,-0.7162,-0.373,-0.2969
318,13.25,,music,,1,870.8,-0.0983,-1.5636,-0.2126,0.0462,-1.6048,-0.1829,0.2554,-0.6433,-0.3099,-0.4259,-0.7195,-0.1419,0.3222,-0.3071,-0.0315,-0.731,-0.3539,-0.1447
324,13.5,,music,,1,909.7,-0.11,-1.5574,-0.2178,0.0367,-1.5965,-0.2,0.2558,-0.6326,-0.2995,-0.4224,-0.7071,-0.1399,0.3236,-0.2854,-0.028,-0.7334,-0.3343,-0.1407
330,13.75,,music,,1,865.2,-0.1307,-1.574,-0.1681,0.0193,-1.6096,-0.1642,0.2513,-0.6289,-0.2962,-0.4209,-0.7129,-0.0991,0.455,-0.278,-0.1287,-0.6002,-0.3081,-0.1053
336,14.0,,music,,1,890.4,-0.163,-1.5702,-0.0855,-0.0269,-1.5991,-0.1453,-0.0233,-0.5343,-0.2389,-0.3044,-0.6188,-0.0151,0.3132,-0.3278,-0.0643,-0.3895,-0.208,-0.0564
342,14.25,,music,,1,802.9,-0.141,-1.5674,-0.0629,-0.0128,-1.5981,-0.1383,-0.1997,-0.5497,-0.0879,-0.1849,-0.553,0.1362,-0.0692,-0.1344,-0.0776,-0.3026,-0.1192,0.1596
348,14.5,,music,,1,845.6,-0.1393,-1.577,-0.0535,-0.0133,-1.5993,-0.1334,-0.1209,-0.5243,-0.0649,-0.1256,-0.533,0.1268,-0.0118,-0.1126,-0.0317,-0.2399,-0.1048,0.151
354,14.75,,music,,1,837.4,-0.1173,-1.5818,-0.0605,0.0163,-1.6046,-0.1287,-0.0643,-0.5004,-0.0468,-0.0821,-0.5108,0.1263,0.0122,-0.0657,-0.0109,-0.2186,-0.0654,0.1598
360,15.0,,music,,1,842.9,-0.1145,-1.5778,-0.0684,0.0216,-1.6009,-0.1306,-0.0815,-0.5038,-0.0383,-0.0858,-0.5149,0.1382,0.0175,-0.077,0.0003,-0.2011,-0.0745,0.1802
366,15.25,,music,,1,755.1,-0.1284,-1.5543,-0.1631,0.0102,-1.5916,-0.1161,-0.235,-0.5914,-0.2078,-0.218,-0.5556,0.136,-0.0175,-0.2143,-0.1434,-0.2378,-0.1381,0.1439
372,15.5,,music,,1,783.5,-0.0574,-1.5689,-0.1893,0.0707,-1.6077,-0.1152,0.0177,-0.6439,-0.3754,-0.2361,-0.5462,0.0996,0.0501,-0.2316,-0.4283,-0.1996,-0.1894,0.2595
378,15.75,,music,,1,810.0,-0.0219,-1.5605,-0.2323,0.0952,-1.6005,-0.1448,0.0483,-0.6834,-0.3989,-0.229,-0.5491,0.1349,0.0762,-0.258,-0.4301,-0.1868,-0.2207,0.3305
384,16.0,,music,,1,796.6,-0.0159,-1.5534,-0.2624,0.091,-1.5982,-0.1631,0.041,-0.6866,-0.3996,-0.217,-0.5429,0.1256,0.0888,-0.2626,-0.4136,-0.1941,-0.2254,0.3184
390,16.25,,music,,1,932.2,-0.011,-1.528,-0.3447,0.0841,-1.5756,-0.2338,0.0408,-0.5932,-0.2987,-0.1119,-0.5684,0.2283,0.077,-0.2023,-0.126,-0.1555,-0.2429,0.4612
396,16.5,,music,,1,932.4,-0.0093,-1.5186,-0.3376,0.0836,-1.5719,-0.2297,0.0885,-0.5295,-0.2127,-0.1702,-0.6737,-0.3208,0.0951,-0.3101,0.1656,-0.1818,-0.2509,-0.3512
402,16.75,,music,,1,924.8,0.0231,-1.5158,-0.3294,0.1097,-1.5787,-0.2173,0.2904,-0.5531,0.0101,-0.1083,-0.6392,-0.3526,0.0987,-0.3103,0.3341,-0.1209,-0.1721,-0.517
408,17.0,,music,,1,862.8,0.0102,-1.521,-0.3458,0.0924,-1.5826,-0.229,0.2154,-0.5523,0.157,-0.1258,-0.6263,-0.3235,0.1316,-0.2778,0.4965,-0.1336,-0.1788,-0.4526
414,17.25,,music,,1,840.1,0.0178,-1.5344,-0.3287,0.0997,-1.5901,-0.2089,0.201,-0.5449,0.1499,-0.1031,-0.6248,-0.3269,0.1129,-0.2609,0.4731,-0.1534,-0.2095,-0.4802
420,17.5,,music,,1,815.4,0.2395,-1.5103,-0.3003,0.2112,-1.5679,-0.1604,0.2242,-0.5844,0.2216,0.0515,-0.5876,-0.3002,0.1801,-0.3057,0.5293,0.0134,-0.2009,-0.3604
426,17.75,,music,,1,836.6,-0.0332,-1.609,0.1001,-0.0194,-1.6147,-0.0536,-0.1019,-0.6479,0.3415,0.0677,-0.5735,0.2417,-0.179,-0.4659,-0.032,-0.0517,-0.2203,0.3043
432,18.0,,music,,1,860.5,-0.091,-1.5299,-0.1879,0.0463,-1.5772,-0.1445,-0.1505,-0.5584,-0.2509,-0.1461,-0.6439,0.3516,0.0406,-0.1729,-0.3658,-0.2263,-0.2436,0.5769
438,18.25,,music,,1,837.9,-0.0616,-1.5489,-0.2566,0.0669,-1.5942,-0.1876,-0.1839,-0.5904,-0.2817,-0.183,-0.58,0.2677,0.0548,-0.2155,-0.2842,-0.1638,-0.2489,0.5139
444,18.5,,music,,1,790.9,-0.0329,-1.5316,-0.3584,0.0848,-1.5778,-0.2699,0.0065,-0.5891,-0.3278,-0.127,-0.5962,0.2892,0.0863,-0.2103,-0.1374,-0.1424,-0.2637,0.5686
450,18.75,,music,,1,778.2,0.0077,-1.5066,-0.3603,0.1044,-1.5677,-0.2583,0.1609,-0.5146,-0.1692,-0.1518,-0.6534,-0.3243,0.1576,-0.2412,0.1872,-0.168,-0.2138,-0.4598
456,19.0,,music,,1,757.5,0.0617,-1.5074,-0.3698,0.1485,-1.5701,-0.2599,0.2681,-0.5323,0.0897,-0.1349,-0.6612,-0.3753,0.2052,-0.3077,0.4701,-0.1735,-0.2215,-0.5428
462,19.25,,music,,1,752.4,0.0451,-1.4833,-0.4409,0.133,-1.5448,-0.3283,0.2278,-0.5279,-0.0345,-0.1693,-0.6264,-0.3098,0.2373,-0.3801,0.3826,-0.2319,-0.1668,-0.4478
468,19.5,,music,,1,710.4,0.0488,-1.5077,-0.4178,0.1368,-1.5644,-0.3044,0.2091,-0.5447,0.1732,-0.1976,-0.646,-0.32,0.2247,-0.3216,0.554,-0.2502,-0.2022,-0.4679
474,19.75,,music,,1,726.2,0.0619,-1.5125,-0.4074,0.1468,-1.569,-0.2918,0.203,-0.5375,0.1479,-0.1874,-0.6485,-0.32,0.2055,-0.3405,0.5388,-0.2378,-0.2099,-0.4592
480,20.0,,music,,1,717.4,0.0522,-1.5197,-0.3963,0.1381,-1.5739,-0.2802,0.1996,-0.545,0.1744,-0.1921,-0.6545,-0.3251,0.2089,-0.3316,0.5561,-0.2339,-0.2201,-0.4635
486,20.25,,music,,1,704.4,0.0591,-1.5159,-0.3981,0.1428,-1.571,-0.281,0.1941,-0.5399,0.1671,-0.1858,-0.6582,-0.3304,0.1989,-0.3331,0.5515,-0.2261,-0.2298,-0.4685
492,20.5,,music,,1,712.4,0.0476,-1.5197,-0.3908,0.1337,-1.5744,-0.2752,0.1959,-0.5455,0.175,-0.1816,-0.6536,-0.3285,0.2062,-0.3314,0.5548,-0.2227,-0.2263,-0.4664
498,20.75,,music,,1,733.8,0.1298,-1.4908,-0.4047,0.1732,-1.5625,-0.2735,0.2239,-0.5651,0.194,-0.0303,-0.6105,-0.3232,0.2635,-0.302,0.5296,-0.0507,-0.217,-0.4562
504,21.0,,music,,1,769.2,0.2611,-1.5281,-0.1881,0.1404,-1.6008,-0.1294,0.2333,-0.5762,0.209,0.0912,-0.5275,-0.216,0.0802,-0.3005,0.5081,0.0584,-0.1578,-0.1326
510,21.25,,music,,1,768.5,0.1834,-1.6045,0.0472,0.0433,-1.6242,-0.0107,0.0769,-0.5929,0.31,0.1874,-0.5385,0.1127,-0.1654,-0.3044,0.098,0.0926,-0.1757,0.1679
516,21.5,,music,,1,722.7,0.0572,-1.6388,0.0596,-0.0589,-1.6324,-0.0423,-0.0863,-0.5558,0.257,0.1056,-0.5454,0.2157,-0.0966,-0.1915,0.0226,0.0525,-0.167,0.2355
522,21.75,,music,,1,753.3,0.0297,-1.647,0.0057,-0.0768,-1.621,-0.1048,-0.0837,-0.5364,0.2266,0.098,-0.5263,0.1851,-0.0812,-0.1134,0.0947,0.0692,-0.1192,0.2881
528,22.0,,music,,1,750.5,0.0377,-1.6439,0.0024,-0.0699,-1.6198,-0.1072,-0.0843,-0.5225,0.2024,0.0988,-0.5146,0.1635,-0.0683,-0.0831,0.1078,0.0794,-0.0964,0.2922
534,22.25,,music,,1,754.5,0.0343,-1.6416,-0.0058,-0.0669,-1.6125,-0.1201,-0.086,-0.5111,0.1722,0.0934,-0.5043,0.141,-0.0582,-0.0655,0.1029,0.0912,-0.0784,0.2909
540,22.5,,music,,1,740.6,0.0291,-1.6415,-0.0161,-0.0702,-1.6106,-0.1314,-0.0811,-0.5061,0.159,0.0888,-0.4999,0.1278,-0.0555,-0.0577,0.1027,0.0993,-0.0705,0.2904
546,22.75,,music,,1,744.6,0.0244,-1.6412,-0.0061,-0.0754,-1.6122,-0.1209,-0.0814,-0.5052,0.156,0.0882,-0.5006,0.1265,-0.0528,-0.0587,0.0962,0.095,-0.0724,0.2869
552,23.0,,music,,1,746.0,0.0229,-1.638,-0.0009,-0.0779,-1.6109,-0.1151,-0.0825,-0.5046,0.1478,0.0879,-0.5013,0.1207,-0.0516,-0.0628,0.0842,0.0967,-0.0728,0.2736
558,23.25,,music,,1,756.0,0.0009,-1.6402,0.0044,-0.0894,-1.6182,-0.1195,-0.101,-0.5122,0.1667,0.132,-0.5397,0.2183,-0.0505,-0.0899,0.052,0.0975,-0.093,0.1865
564,23.5,,music,,1,727.6,-0.0479,-1.5696,-0.0118,-0.1275,-1.5615,-0.1449,-0.1674,-0.5055,0.2011,0.1536,-1.1605,0.399,0.0147,-0.0815,0.0725,0.222,-0.7969,0.7319
570,23.75,,music,,1,715.8,-0.0594,-1.5798,-0.0028,-0.133,-1.5767,-0.1393,-0.1788,-0.5259,0.1984,0.0178,-0.9839,0.4549,-0.0005,-0.1363,0.0291,-0.0594,-0.7547,0.8944
576,24.0,,music,,1,738.9,-0.1664,-1.5896,-0.0646,-0.0918,-1.5982,-0.1981,-0.2447,-0.576,-0.2243,-0.0695,-0.6145,0.371,0.0139,-0.1982,-0.2916,-0.0746,-0.2639,0.6554
582,24.25,,music,,1,722.6,-0.1245,-1.5913,-0.0181,-0.0694,-1.6059,-0.1605,-0.1896,-0.6188,-0.322,-0.1193,-0.6343,0.3686,0.0317,-0.2269,-0.3963,-0.08,-0.2864,0.6254
588,24.5,,music,,1,739.4,-0.1125,-1.6012,0.0108,-0.074,-1.6136,-0.1373,-0.1896,-0.5958,-0.2946,-0.1136,-0.639,0.3686,0.024,-0.2082,-0.386,-0.0727,-0.2804,0.6184
594,24.75,,music,,1,713.6,-0.1126,-1.596,-0.0058,-0.0781,-1.6051,-0.1547,-0.1881,-0.597,-0.2939,-0.0741,-0.6413,0.3768,0.0393,-0.2147,-0.382,-0.0431,-0.2842,0.6477
600,25.0,,music,,1,729.4,-0.1167,-1.5991,-0.0342,-0.0759,-1.5997,-0.1821,-0.1857,-0.5843,-0.2847,-0.0593,-0.64,0.3818,0.0423,-0.1996,-0.3686,-0.0284,-0.2887,0.6674
606,25.25,,music,,1,733.0,-0.1257,-1.6081,0.0099,-0.1251,-1.6038,-0.1431,-0.2393,-0.5378,-0.1685,-0.0697,-0.7061,0.4279,-0.011,-0.1715,-0.3268,-0.071,-0.3062,0.668
612,25.5,,music,,1,738.9,-0.0485,-1.623,0.0671,-0.1183,-1.6101,-0.07,-0.1936,-0.5134,0.071,0.0707,-0.6654,0.3579,-0.1483,-0.4629,-0.3519,0.0161,-0.239,0.4919
618,25.75,,music,,1,751.5,0.0037,-1.5444,0.0342,-0.0807,-1.5721,-0.092,0.0006,-0.9346,0.474,0.1802,-0.5666,0.2632,0.0266,-0.6677,0.8129,0.0703,-0.2014,0.32
624,26.0,,music,,1,756.5,0.0656,-1.5685,-0.0063,-0.0394,-1.5878,-0.117,0.0906,-1.0161,0.4406,0.2182,-0.5397,0.1843,0.1411,-0.6337,0.6464,0.1329,-0.1746,0.18
630,26.25,,music,,1,771.5,0.1939,-1.5756,-0.0469,0.0463,-1.6136,-0.0563,0.1167,-0.6661,0.3894,0.2459,-0.5754,-0.1997,-0.1087,-0.3505,0.6025,0.179,-0.2127,-0.2229
636,26.5,,music,,1,767.7,0.1419,-1.5756,-0.0001,-0.0026,-1.6254,-0.0056,0.1328,-0.6432,0.3699,0.203,-0.6054,-0.2936,-0.1285,-0.3237,0.5373,0.167,-0.2256,-0.3616
642,26.75,,music,,1,728.5,0.1165,-1.5911,0.0225,-0.029,-1.6373,0.0186,0.1133,-0.6398,0.3746,0.1977,-0.6105,-0.304,-0.1485,-0.3025,0.5035,0.1573,-0.2323,-0.3758
648,27.0,,music,,1,716.9,0.1272,-1.5941,0.0225,-0.0214,-1.6303,0.0137,0.1126,-0.6209,0.3557,0.1881,-0.6009,-0.2943,-0.1307,-0.2811,0.5038,0.1513,-0.2279,-0.373
654,27.25,,music,,1,740.8,0.1205,-1.6037,0.1225,-0.0206,-1.6225,0.0682,0.0926,-0.6372,0.3674,0.1706,-0.5248,-0.1574,-0.0087,-0.2302,0.4543,0.1368,-0.1498,-0.2401
660,27.5,,music,,1,806.6,0.0223,-1.6163,0.1061,-0.0755,-1.6272,-0.0137,-0.0306,-0.612,0.3134,0.2394,-0.5982,0.2057,-0.0343,-0.2149,0.1302,0.091,-0.3949,-0.2213
666,27.75,,music,,1,790.5,-0.0327,-1.5658,0.084,-0.1006,-1.5822,-0.0543,-0.1659,-0.5424,0.2122,-0.0105,-1.0383,0.4428,0.12,-0.1999,0.122,-0.0915,-0.8414,0.8777
672,28.0,,music,,1,862.0,-0.1134,-1.5946,-0.0114,-0.1432,-1.5844,-0.1623,-0.2327,-0.5195,0.0345,-0.1628,-0.9973,0.4131,0.0518,-0.1931,-0.0244,-0.1846,-0.6094,0.6634
678,28.25,,music,,1,832.9,-0.1774,-1.5667,-0.0659,-0.0732,-1.5961,-0.1734,-0.1772,-0.609,-0.2955,-0.1804,-0.6137,0.3156,0.0794,-0.2414,-0.3393,-0.0992,-0.2716,0.5404
684,28.5,,music,,1,769.2,-0.1308,-1.5792,0.0271,-0.0635,-1.609,-0.1071,-0.1436,-0.6054,-0.3112,-0.1658,-0.6032,0.2963,0.1033,-0.2454,-0.3837,-0.1245,-0.244,0.49
690,28.75,,music,,1,799.9,-0.1561,-1.6004,-0.0007,-0.075,-1.6174,-0.1302,-0.1444,-0.6039,-0.3254,-0.164,-0.6004,0.3099,0.0895,-0.2279,-0.4047,-0.1091,-0.2324,0.5147
696,29.0,,music,,1,846.2,-0.1354,-1.5967,0.006,-0.0767,-1.6131,-0.134,-0.1548,-0.6143,-0.3219,-0.1595,-0.6129,0.3183,0.0749,-0.2422,-0.4008,-0.1098,-0.2566,0.5205
702,29.25,,music,,1,870.9,-0.1445,-1.5913,-0.0012,-0.0951,-1.6044,-0.1458,-0.1581,-0.5886,-0.2945,-0.1433,-0.6193,0.3337,0.0733,-0.2156,-0.3742,-0.0903,-0.2731,0.5606
708,29.5,,music,,1,926.6,-0.132,-1.5911,0.0193,-0.0918,-1.6043,-0.1279,-0.1633,-0.5866,-0.2915,-0.1538,-0.6295,0.3389,0.0618,-0.2085,-0.3804,-0.0975,-0.2825,0.5558
