frame_idx,timestamp_s,pose_label,category,karate_terms,n_persons,focal_length_px,head_x,head_y,head_z,spine_x,spine_y,spine_z,hip_l_x,hip_l_y,hip_l_z,hip_r_x,hip_r_y,hip_r_z,lfoot_x,lfoot_y,lfoot_z,rfoot_x,rfoot_y,rfoot_z
3918,163.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,869.1,-0.1018,-1.3992,-0.3281,-0.0046,-1.5172,-0.3186,0.0423,-0.4822,-0.0038,-0.1164,-0.4968,0.0376,0.0661,-0.0638,0.1389,-0.1644,-0.0497,0.0096
3924,163.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,902.4,-0.1038,-1.3928,-0.338,0.0076,-1.4969,-0.3458,0.0411,-0.4835,0.0149,-0.1282,-0.5007,0.0226,0.0394,-0.0708,0.1619,-0.1417,-0.0538,-0.0139
3930,163.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,902.7,-0.0848,-1.3862,-0.3411,0.0283,-1.4883,-0.3473,0.0383,-0.4851,0.0236,-0.1369,-0.5036,0.0202,0.0353,-0.076,0.1797,-0.1522,-0.0538,-0.0022
3936,164.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,890.9,-0.0899,-1.3875,-0.3374,0.0242,-1.4886,-0.3447,0.0388,-0.4863,0.0263,-0.1346,-0.503,0.0251,0.0355,-0.0745,0.1787,-0.1548,-0.0519,0.0018
3942,164.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,885.6,-0.0941,-1.3916,-0.3392,0.0153,-1.4979,-0.3422,0.0388,-0.486,0.0256,-0.1361,-0.5025,0.0255,0.035,-0.0749,0.1797,-0.157,-0.053,0.0016
3948,164.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,868.5,-0.0853,-1.402,-0.3344,0.0203,-1.5115,-0.3235,0.0393,-0.4882,0.0251,-0.1321,-0.5024,0.0268,0.0398,-0.079,0.1779,-0.1536,-0.0568,0.0049
3954,164.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,881.9,-0.0647,-1.4554,-0.3361,0.0406,-1.5511,-0.2794,0.0441,-0.4938,0.0347,-0.1249,-0.5045,0.0363,0.0446,-0.0867,0.1918,-0.1448,-0.0598,0.0133
3960,165.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,877.3,-0.0595,-1.4773,-0.3234,0.0459,-1.5639,-0.2541,0.0423,-0.496,0.034,-0.1208,-0.5056,0.0444,0.0422,-0.0885,0.1884,-0.1451,-0.062,0.0213
3966,165.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,888.9,-0.1145,-1.5031,-0.282,0.022,-1.5697,-0.2588,0.0348,-0.4904,0.0219,-0.124,-0.5062,0.0775,0.0476,-0.076,0.1664,-0.2208,-0.0743,0.1002
3972,165.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,895.5,-0.1639,-1.5427,-0.1736,-0.0277,-1.5789,-0.2337,0.0023,-0.4778,-0.0282,-0.1011,-0.5052,0.1161,0.0569,-0.0497,0.0855,-0.2354,-0.0632,0.1705
3978,165.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,885.7,-0.1636,-1.5761,-0.0718,-0.056,-1.591,-0.1799,-0.0717,-0.4848,-0.0149,-0.0861,-0.5114,0.1455,0.1007,-0.0942,0.0783,-0.2041,-0.076,0.2121
3984,166.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,891.9,-0.1493,-1.5922,-0.0663,-0.0655,-1.585,-0.194,-0.1116,-0.4973,0.0637,-0.0017,-0.5248,0.1967,-0.0137,-0.0725,0.0998,-0.1168,-0.0988,0.3381
3990,166.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,1,877.0,-0.1198,-1.6053,-0.0692,-0.0569,-1.5818,-0.2068,-0.0764,-0.4907,0.0681,0.0209,-0.5229,0.1972,0.0252,-0.067,0.1237,-0.0811,-0.0944,0.3557
3996,166.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,881.0,-0.0271,-1.5883,-0.1968,0.0964,-1.6156,-0.1097,0.049,-0.492,-0.0245,-0.0824,-0.4969,0.0502,0.0967,-0.0664,0.0654,-0.135,-0.0606,0.0012
4002,166.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,869.1,-0.0308,-1.5851,-0.1988,0.0966,-1.6136,-0.1178,0.044,-0.4909,-0.0263,-0.0906,-0.4973,0.0446,0.0895,-0.0654,0.0675,-0.141,-0.0602,-0.0066
4008,167.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,882.3,-0.0397,-1.5855,-0.1908,0.0948,-1.6105,-0.1206,0.0443,-0.4939,-0.0237,-0.091,-0.5004,0.0448,0.0861,-0.0699,0.0709,-0.1431,-0.0649,-0.0095
4014,167.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,876.1,-0.0451,-1.5858,-0.191,0.0925,-1.6114,-0.1273,0.0436,-0.4938,-0.0229,-0.0912,-0.5003,0.0463,0.0851,-0.0702,0.0729,-0.1443,-0.0643,-0.0072
4020,167.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,883.1,-0.0752,-1.5847,-0.1567,0.0659,-1.6206,-0.1088,0.039,-0.4957,-0.0244,-0.0975,-0.5011,0.0518,0.0779,-0.0702,0.0661,-0.154,-0.0625,0.0059
4026,167.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,876.4,-0.0873,-1.5745,-0.1478,0.0504,-1.6181,-0.0983,0.0441,-0.4978,-0.01,-0.0939,-0.4994,0.064,0.083,-0.0704,0.0859,-0.1483,-0.0624,0.0302
4032,168.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,877.7,-0.0897,-1.5734,-0.1548,0.0467,-1.6176,-0.1019,0.0476,-0.5003,-0.0101,-0.0978,-0.5018,0.0534,0.0896,-0.0781,0.0935,-0.1398,-0.0676,0.0191
4038,168.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,871.6,-0.0784,-1.5896,-0.1507,0.0612,-1.6249,-0.098,0.0456,-0.4967,-0.0182,-0.0928,-0.4995,0.0533,0.0887,-0.0706,0.077,-0.1426,-0.0632,0.0137
4044,168.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,874.2,-0.0628,-1.5857,-0.1918,0.0779,-1.6129,-0.1369,0.042,-0.4921,-0.0287,-0.0971,-0.4993,0.0382,0.0799,-0.0653,0.0628,-0.144,-0.0618,-0.0176
4050,168.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,891.7,-0.0474,-1.5833,-0.2066,0.091,-1.6095,-0.1439,0.0291,-0.4965,-0.0396,-0.0992,-0.5059,0.0417,0.0715,-0.0754,0.0548,-0.1489,-0.0696,-0.0036
4056,169.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,871.1,-0.008,-1.5288,-0.2035,0.1251,-1.5855,-0.1507,0.0075,-0.5015,-0.1283,-0.3283,-0.6835,-0.1929,0.0706,-0.0951,0.021,-0.1699,-0.2364,-0.0056
4062,169.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,3,876.5,0.038,-1.4387,-0.1302,0.1667,-1.519,-0.0977,0.0285,-0.5279,-0.2267,-0.2998,-1.1041,-0.2822,0.0883,-0.1416,-0.0773,-0.6051,-1.2552,-0.6627
4068,169.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,868.1,0.0056,-1.4982,-0.1975,0.1336,-1.5668,-0.1408,0.0105,-0.498,-0.1557,-0.3174,-1.0469,-0.2795,0.0841,-0.092,0.0174,-0.2147,-0.5981,-0.3131
4074,169.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,861.5,-0.0281,-1.5635,-0.2373,0.0875,-1.6101,-0.1458,0.0368,-0.4925,-0.02,-0.1929,-0.5325,-0.0715,0.0627,-0.0747,0.1218,-0.1513,-0.0812,-0.0796
4080,170.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,865.9,-0.0475,-1.5667,-0.2307,0.0724,-1.6088,-0.1448,0.0505,-0.4946,-0.0057,-0.1021,-0.5011,0.0479,0.083,-0.0712,0.1025,-0.1354,-0.0636,0.0197
4086,170.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,871.6,-0.0567,-1.5669,-0.227,0.0704,-1.608,-0.1504,0.0467,-0.491,-0.0079,-0.1016,-0.498,0.0448,0.0796,-0.0664,0.1057,-0.1378,-0.0587,0.0127
4092,170.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,870.0,-0.0525,-1.5697,-0.2253,0.0795,-1.6056,-0.154,0.0414,-0.4915,-0.0112,-0.1062,-0.5,0.0435,0.071,-0.0686,0.1065,-0.1433,-0.0612,0.0118
4098,170.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,860.3,-0.0067,-1.5512,-0.2453,0.1276,-1.5928,-0.1802,0.0162,-0.4938,-0.0341,-0.2087,-0.5385,0.0049,0.0594,-0.0833,0.1096,-0.1847,-0.0963,0.0248
4104,171.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,869.7,0.0301,-1.4801,-0.2311,0.1598,-1.5525,-0.1914,-0.0068,-0.4957,-0.1056,-0.4062,-0.7967,-0.1378,0.07,-0.0961,0.05,-0.7821,-0.5513,-0.3007
4110,171.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,847.8,0.0596,-1.4333,-0.1962,0.187,-1.5184,-0.1717,0.019,-0.4863,-0.104,-0.3152,-1.1166,-0.2315,0.1175,-0.1121,0.0322,-0.6284,-1.2105,-0.5917
4116,171.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,3,857.6,-0.0107,-1.5031,-0.308,0.1237,-1.5373,-0.2429,0.0043,-0.4786,-0.089,-0.3441,-0.9946,-0.267,0.0657,-0.0454,0.0465,-0.2792,-0.5108,-0.3262
4122,171.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,867.6,-0.0389,-1.5598,-0.2294,0.0724,-1.6116,-0.1359,0.0517,-0.4981,-0.0034,-0.1694,-0.5188,-0.0399,0.078,-0.089,0.1447,-0.1294,-0.0825,-0.0101
4128,172.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,867.3,-0.0466,-1.5846,-0.22,0.0689,-1.618,-0.1234,0.0561,-0.4961,-0.0155,-0.0857,-0.5007,0.048,0.1025,-0.0787,0.1038,-0.1026,-0.0666,0.0244
4134,172.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,874.4,-0.0603,-1.5854,-0.2142,0.0709,-1.6109,-0.1367,0.0553,-0.4947,-0.0106,-0.0845,-0.5003,0.0594,0.1091,-0.0781,0.1161,-0.0999,-0.0615,0.0442
4140,172.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,871.6,-0.0551,-1.583,-0.2194,0.0783,-1.609,-0.1468,0.0523,-0.4941,-0.0097,-0.0923,-0.5014,0.0572,0.1003,-0.0753,0.1113,-0.1117,-0.0636,0.0416
4146,172.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,887.3,-0.0128,-1.5493,-0.2312,0.114,-1.6008,-0.1594,0.0521,-0.4948,-0.0087,-0.1419,-0.5122,0.0042,0.0923,-0.0818,0.1283,-0.1197,-0.0714,0.0043
4152,173.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,899.6,0.0132,-1.4645,-0.2266,0.1341,-1.5527,-0.1879,0.0107,-0.4999,-0.166,-0.4106,-0.8842,-0.1964,0.0842,-0.097,-0.0157,-0.522,-0.4255,-0.1406
4158,173.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,926.4,0.0259,-1.4363,-0.1553,0.15,-1.5275,-0.1345,0.024,-0.5058,-0.1776,-0.2774,-1.1618,-0.2371,0.1132,-0.1195,-0.0602,-0.5596,-1.3123,-0.6246
4164,173.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,942.9,-0.0383,-1.4892,-0.2135,0.0961,-1.5613,-0.1893,0.0127,-0.4834,-0.0747,-0.3469,-0.9469,-0.2587,0.0819,-0.0649,0.0603,-0.2882,-0.4593,-0.3245
4170,173.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,968.4,-0.062,-1.5511,-0.2151,0.0773,-1.5991,-0.1707,0.0387,-0.4911,-0.0046,-0.2058,-0.5315,-0.0605,0.0733,-0.0757,0.1411,-0.1573,-0.084,-0.0011
4176,174.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,977.2,-0.0672,-1.5732,-0.2182,0.073,-1.6021,-0.1614,0.0578,-0.4903,-0.0058,-0.086,-0.4977,0.0543,0.1026,-0.0706,0.1159,-0.1181,-0.0566,0.026
4182,174.25,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,997.1,-0.0605,-1.5859,-0.1954,0.0825,-1.605,-0.1416,0.0624,-0.4924,-0.0004,-0.084,-0.4983,0.0633,0.1109,-0.0704,0.1184,-0.1146,-0.0565,0.0416
4188,174.5,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,977.2,-0.0515,-1.5892,-0.1997,0.0891,-1.6095,-0.1401,0.058,-0.4922,-0.0127,-0.0888,-0.5003,0.0478,0.1015,-0.0721,0.1093,-0.1155,-0.0608,0.0205
4194,174.75,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,958.6,-0.0305,-1.5622,-0.2105,0.1093,-1.601,-0.156,0.0525,-0.4926,-0.0106,-0.2106,-0.5387,-0.0679,0.0841,-0.086,0.1549,-0.1332,-0.0784,0.0091
4200,175.0,oizuki (lunge punch) to jodan,technique,oizuki|jodan-punch,2,943.1,0.0359,-1.4703,-0.1815,0.1739,-1.5357,-0.1556,0.0759,-0.4858,-0.178,-0.333,-1.086,-0.2848,0.05,-0.0884,0.0222,-0.488,-0.6579,-0.3519
4206,175.25,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,946.4,0.033,-1.4645,-0.1837,0.1715,-1.5266,-0.163,0.0689,-0.4688,-0.1044,-0.2045,-1.1772,-0.3155,-0.0175,-0.0831,0.014,-0.4266,-1.1659,-0.7693
4212,175.5,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,971.4,0.0018,-1.4995,-0.2128,0.1391,-1.5575,-0.1717,0.1072,-0.4676,-0.124,-0.2171,-1.1492,-0.3375,0.0054,-0.0878,0.0888,-0.1983,-0.7167,-0.5569
4218,175.75,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,3,951.4,-0.0101,-1.5189,-0.2381,0.1353,-1.5431,-0.1956,0.1244,-0.4729,-0.1406,-0.2074,-1.1064,-0.368,0.1062,-0.113,0.127,-0.1456,-0.642,-0.4934
4224,176.0,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,945.8,0.0741,-1.483,-0.2822,0.1869,-1.56,-0.2117,0.2005,-0.4993,-0.0441,-0.128,-0.6825,-0.3637,0.1609,-0.1649,0.2287,-0.2587,-0.2237,-0.4682
4230,176.25,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,956.2,0.1446,-1.5169,-0.226,0.1663,-1.5976,-0.1002,0.3696,-0.637,0.1013,-0.1355,-0.619,-0.3622,0.2386,-0.3184,0.3688,-0.2499,-0.2646,-0.4731
4236,176.5,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,941.6,0.0776,-1.5233,-0.2443,0.1158,-1.6021,-0.1214,0.3809,-0.6611,0.1166,-0.157,-0.6193,-0.3479,0.2614,-0.3299,0.3647,-0.2644,-0.2689,-0.4445
4242,176.75,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,953.4,0.0712,-1.5295,-0.2462,0.1161,-1.6043,-0.1226,0.375,-0.6564,0.1156,-0.1723,-0.6214,-0.3387,0.274,-0.3334,0.3786,-0.2791,-0.261,-0.4388
4248,177.0,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,962.5,0.0761,-1.5232,-0.2513,0.1193,-1.602,-0.13,0.3756,-0.6557,0.1228,-0.1636,-0.6117,-0.3369,0.2909,-0.3282,0.3876,-0.2704,-0.2535,-0.4268
4254,177.25,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,974.6,0.0726,-1.5254,-0.2514,0.1142,-1.6037,-0.1292,0.3742,-0.6547,0.1232,-0.1631,-0.6081,-0.3331,0.2916,-0.3309,0.3921,-0.2686,-0.2494,-0.4219
4260,177.5,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,967.5,0.073,-1.5276,-0.2509,0.1152,-1.6053,-0.1285,0.3768,-0.656,0.1236,-0.1616,-0.6066,-0.334,0.2928,-0.3284,0.3901,-0.2699,-0.2451,-0.4177
4266,177.75,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,956.2,0.064,-1.5285,-0.2519,0.1094,-1.6062,-0.1306,0.3753,-0.6547,0.1265,-0.1638,-0.6037,-0.3299,0.2921,-0.3296,0.3952,-0.2725,-0.2425,-0.4076
4272,178.0,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,967.4,0.0354,-1.5351,-0.2489,0.0949,-1.6098,-0.132,0.3727,-0.6498,0.1267,-0.1668,-0.605,-0.3271,0.2944,-0.3292,0.4032,-0.2752,-0.2408,-0.4171
4278,178.25,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,962.3,0.0016,-1.5281,-0.3131,0.0739,-1.6017,-0.2018,0.3661,-0.6505,0.1431,-0.1663,-0.6125,-0.3322,0.2933,-0.3289,0.4243,-0.279,-0.245,-0.4157
4284,178.5,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,2,968.1,-0.0125,-1.5405,-0.3069,0.0623,-1.6106,-0.1942,0.3577,-0.643,0.1562,-0.1733,-0.5952,-0.3138,0.2948,-0.318,0.4416,-0.2842,-0.2246,-0.3831
4290,178.75,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,958.5,-0.0159,-1.5441,-0.3073,0.0587,-1.6091,-0.1914,0.3557,-0.6395,0.157,-0.1752,-0.6009,-0.3211,0.293,-0.3174,0.4511,-0.2913,-0.2325,-0.3935
4296,179.0,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,971.5,-0.0142,-1.5492,-0.3042,0.0634,-1.6112,-0.1888,0.3593,-0.6397,0.1568,-0.1776,-0.6037,-0.3252,0.2931,-0.3138,0.4491,-0.2947,-0.2333,-0.4031
4302,179.25,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,971.5,-0.0094,-1.5386,-0.3144,0.0661,-1.6057,-0.1998,0.3586,-0.6437,0.1498,-0.1755,-0.6022,-0.3165,0.2953,-0.3233,0.4418,-0.2881,-0.2352,-0.3856
4308,179.5,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,971.1,-0.0027,-1.5439,-0.3092,0.0739,-1.6077,-0.1936,0.3593,-0.6428,0.1413,-0.1783,-0.6059,-0.316,0.301,-0.3238,0.4303,-0.2806,-0.2379,-0.3968
4314,179.75,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,978.4,0.0291,-1.5588,-0.2732,0.0847,-1.611,-0.1416,0.3546,-0.6469,0.1445,-0.1701,-0.6118,-0.3186,0.2958,-0.333,0.4342,-0.2749,-0.2497,-0.4007
4320,180.0,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,966.5,0.0617,-1.5683,-0.2525,0.0905,-1.6171,-0.111,0.3599,-0.6418,0.1277,-0.1744,-0.6056,-0.3157,0.3033,-0.3315,0.4183,-0.2757,-0.2416,-0.3956
4326,180.25,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,966.4,0.0431,-1.5703,-0.2557,0.0867,-1.6171,-0.1171,0.3602,-0.6393,0.1258,-0.1756,-0.6033,-0.3135,0.3047,-0.3302,0.4198,-0.2783,-0.2369,-0.3961
4332,180.5,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,963.8,0.0255,-1.5624,-0.2514,0.0917,-1.6129,-0.1239,0.3603,-0.6425,0.1254,-0.1698,-0.6087,-0.3202,0.3016,-0.3308,0.4146,-0.2741,-0.2457,-0.4067
4338,180.75,mikazuki-geri (crescent kick) to empi-uke (elbow block),technique,mikazuki-geri|crescent-kick|empi-uke|elbow-strike|hiki-te,1,959.5,0.0212,-1.5603,-0.2539,0.0929,-1.6116,-0.1295,0.3581,-0.6425,0.1284,-0.1678,-0.608,-0.319,0.3007,-0.3294,0.4156,-0.2696,-0.2465,-0.4091
4344,181.0,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,961.4,0.0187,-1.5588,-0.2554,0.0912,-1.6117,-0.1321,0.3595,-0.6419,0.1254,-0.1696,-0.6069,-0.318,0.3023,-0.3288,0.4132,-0.2726,-0.2452,-0.4052
4350,181.25,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,961.5,0.1225,-1.5273,-0.2118,0.086,-1.6089,-0.0882,0.361,-0.6375,0.1192,-0.1678,-0.6,-0.3196,0.3072,-0.3207,0.4106,-0.2731,-0.2282,-0.4145
4356,181.5,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,2,961.4,0.1734,-1.5086,-0.1653,0.0983,-1.6049,-0.0731,0.3669,-0.6428,0.1211,-0.1634,-0.605,-0.3286,0.3123,-0.3222,0.4139,-0.268,-0.2281,-0.4212
4362,181.75,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,2,971.0,0.17,-1.5153,-0.1786,0.1143,-1.603,-0.0667,0.3644,-0.6457,0.1252,-0.1602,-0.606,-0.3242,0.3127,-0.3239,0.4119,-0.2594,-0.2324,-0.4209
4368,182.0,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,960.6,0.1036,-1.5363,-0.2332,0.1298,-1.6004,-0.0969,0.3626,-0.6458,0.1313,-0.162,-0.6132,-0.3284,0.3044,-0.3277,0.4198,-0.2609,-0.2441,-0.4175
4374,182.25,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,2,960.3,0.0504,-1.5545,-0.2492,0.1083,-1.6091,-0.1189,0.3665,-0.6405,0.1121,-0.1634,-0.6101,-0.3291,0.3039,-0.3276,0.4057,-0.2669,-0.243,-0.4272
4380,182.5,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,2,961.2,0.0081,-1.5468,-0.2722,0.0904,-1.6047,-0.158,0.3602,-0.6404,0.1276,-0.1659,-0.6067,-0.3203,0.298,-0.3271,0.4166,-0.2681,-0.2459,-0.4079
4386,182.75,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,2,975.1,0.0117,-1.5415,-0.2787,0.1022,-1.6003,-0.1714,0.3588,-0.6297,0.1103,-0.1531,-0.6033,-0.3241,0.3085,-0.3235,0.41,-0.2536,-0.2424,-0.4122
4392,183.0,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,968.7,0.0117,-1.5044,-0.3608,0.1216,-1.5644,-0.27,0.3233,-0.5945,0.0889,-0.2273,-0.642,-0.2982,0.3845,-0.2977,0.392,-0.3922,-0.2661,-0.4204
4398,183.25,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,966.8,-0.011,-1.5035,-0.3519,0.1093,-1.5642,-0.2758,0.1965,-0.5002,-0.0627,-0.246,-0.6007,-0.2078,0.3972,-0.4392,0.3229,-0.2518,-0.1913,-0.223
4404,183.5,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,970.8,-0.0361,-1.4843,-0.1294,0.0991,-1.5556,-0.1126,-0.162,-1.0331,-0.4048,-0.2234,-0.5508,-0.0899,-0.1433,-0.5941,-0.4535,-0.1575,-0.1542,-0.1439
4410,183.75,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,957.8,-0.0622,-1.5042,-0.0642,0.0789,-1.5661,-0.067,-0.1607,-1.1859,-0.3138,-0.1567,-0.5095,0.0205,-0.4626,-0.8971,-0.3883,-0.104,-0.1487,0.0485
4416,184.0,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,962.3,-0.0912,-1.5314,-0.0612,0.0498,-1.5818,-0.0952,-0.3147,-1.159,-0.185,-0.1017,-0.5023,0.1413,-0.3384,-0.7397,-0.0634,-0.0202,-0.1594,0.2049
4422,184.25,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,953.3,-0.1307,-1.5415,-0.0548,0.0011,-1.5789,-0.1198,-0.4484,-0.9638,-0.0534,-0.0156,-0.5152,0.2281,-0.3707,-0.5279,-0.0895,0.1126,-0.1832,0.2608
4428,184.5,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,973.3,-0.1465,-1.5824,0.0957,-0.1179,-1.5954,-0.0534,-0.4209,-0.6729,0.054,0.1752,-0.6852,0.387,-0.4554,-0.2937,-0.1315,0.3361,-0.3502,0.5035
4434,184.75,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,981.1,-0.1739,-1.5674,0.0299,-0.1226,-1.5735,-0.1128,-0.4311,-0.7093,0.1108,0.2477,-0.7339,0.3809,-0.4016,-0.3231,-0.0794,0.4295,-0.3903,0.4992
4440,185.0,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,956.2,-0.1574,-1.5697,0.0266,-0.1085,-1.5741,-0.1167,-0.4267,-0.7114,0.13,0.2652,-0.7308,0.366,-0.4219,-0.3222,-0.0536,0.441,-0.3882,0.4926
4446,185.25,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,950.6,-0.1097,-1.5831,0.1068,-0.1252,-1.5871,-0.0445,-0.429,-0.7141,0.1397,0.2803,-0.7327,0.3609,-0.4415,-0.3269,-0.0626,0.4464,-0.3727,0.4755
4452,185.5,mikazuki-geri left side,technique,mikazuki-geri|crescent-kick,1,952.7,-0.0775,-1.5632,0.1853,-0.1413,-1.5769,0.0471,-0.4266,-0.6988,0.151,0.2894,-0.7166,0.3568,-0.4671,-0.3104,-0.0655,0.4562,-0.3447,0.4851
